pathway	gene1	gene2
Citrate cycle (TCA cycle) - Homo sapiens (human)	ACO1	IDH3A
Citrate cycle (TCA cycle) - Homo sapiens (human)	ACO1	IDH3B
Citrate cycle (TCA cycle) - Homo sapiens (human)	ACO1	IDH3G
Citrate cycle (TCA cycle) - Homo sapiens (human)	OGDH	IDH1
Citrate cycle (TCA cycle) - Homo sapiens (human)	OGDH	IDH2
Citrate cycle (TCA cycle) - Homo sapiens (human)	OGDH	IDH3A
Citrate cycle (TCA cycle) - Homo sapiens (human)	OGDH	IDH3B
Citrate cycle (TCA cycle) - Homo sapiens (human)	OGDH	IDH3G
Citrate cycle (TCA cycle) - Homo sapiens (human)	ACO2	IDH1
Citrate cycle (TCA cycle) - Homo sapiens (human)	ACO2	IDH2
Citrate cycle (TCA cycle) - Homo sapiens (human)	ACO2	IDH3A
Citrate cycle (TCA cycle) - Homo sapiens (human)	ACO2	IDH3B
Citrate cycle (TCA cycle) - Homo sapiens (human)	ACO2	IDH3G
Citrate cycle (TCA cycle) - Homo sapiens (human)	PC	PCK1
Citrate cycle (TCA cycle) - Homo sapiens (human)	PC	PCK2
Citrate cycle (TCA cycle) - Homo sapiens (human)	PDHA1	PC
Citrate cycle (TCA cycle) - Homo sapiens (human)	PDHA1	PDHA1
Citrate cycle (TCA cycle) - Homo sapiens (human)	PDHA1	PDHA2
Citrate cycle (TCA cycle) - Homo sapiens (human)	PDHA1	PDHB
Citrate cycle (TCA cycle) - Homo sapiens (human)	PDHA2	PC
Citrate cycle (TCA cycle) - Homo sapiens (human)	PDHA2	PDHA1
Citrate cycle (TCA cycle) - Homo sapiens (human)	PDHA2	PDHA2
Citrate cycle (TCA cycle) - Homo sapiens (human)	PDHA2	PDHB
Citrate cycle (TCA cycle) - Homo sapiens (human)	PDHB	PC
Citrate cycle (TCA cycle) - Homo sapiens (human)	PDHB	PDHA1
Citrate cycle (TCA cycle) - Homo sapiens (human)	PDHB	PDHA2
Citrate cycle (TCA cycle) - Homo sapiens (human)	PDHB	PDHB
Citrate cycle (TCA cycle) - Homo sapiens (human)	OGDHL	IDH1
Citrate cycle (TCA cycle) - Homo sapiens (human)	OGDHL	IDH2
Citrate cycle (TCA cycle) - Homo sapiens (human)	OGDHL	IDH3A
Citrate cycle (TCA cycle) - Homo sapiens (human)	OGDHL	IDH3B
Citrate cycle (TCA cycle) - Homo sapiens (human)	OGDHL	IDH3G
Citrate cycle (TCA cycle) - Homo sapiens (human)	SDHA	LOC283398
Citrate cycle (TCA cycle) - Homo sapiens (human)	SDHA	SUCLG2
Citrate cycle (TCA cycle) - Homo sapiens (human)	SDHA	SUCLG1
Citrate cycle (TCA cycle) - Homo sapiens (human)	SDHA	SUCLA2
Citrate cycle (TCA cycle) - Homo sapiens (human)	SDHB	LOC283398
Citrate cycle (TCA cycle) - Homo sapiens (human)	SDHB	SUCLG2
Citrate cycle (TCA cycle) - Homo sapiens (human)	SDHB	SUCLG1
Citrate cycle (TCA cycle) - Homo sapiens (human)	SDHB	SUCLA2
Citrate cycle (TCA cycle) - Homo sapiens (human)	SDHC	LOC283398
Citrate cycle (TCA cycle) - Homo sapiens (human)	SDHC	SUCLG2
Citrate cycle (TCA cycle) - Homo sapiens (human)	SDHC	SUCLG1
Citrate cycle (TCA cycle) - Homo sapiens (human)	SDHC	SUCLA2
Citrate cycle (TCA cycle) - Homo sapiens (human)	SDHD	LOC283398
Citrate cycle (TCA cycle) - Homo sapiens (human)	SDHD	SUCLG2
Citrate cycle (TCA cycle) - Homo sapiens (human)	SDHD	SUCLG1
Citrate cycle (TCA cycle) - Homo sapiens (human)	SDHD	SUCLA2
Citrate cycle (TCA cycle) - Homo sapiens (human)	hCG_1776980	LOC283398
Citrate cycle (TCA cycle) - Homo sapiens (human)	hCG_1776980	SUCLG2
Citrate cycle (TCA cycle) - Homo sapiens (human)	hCG_1776980	SUCLG1
Citrate cycle (TCA cycle) - Homo sapiens (human)	hCG_1776980	SUCLA2
Citrate cycle (TCA cycle) - Homo sapiens (human)	LOC651820	LOC283398
Citrate cycle (TCA cycle) - Homo sapiens (human)	LOC651820	SUCLG2
Citrate cycle (TCA cycle) - Homo sapiens (human)	LOC651820	SUCLG1
Citrate cycle (TCA cycle) - Homo sapiens (human)	LOC651820	SUCLA2
Citrate cycle (TCA cycle) - Homo sapiens (human)	SUCLG2	DLST
Citrate cycle (TCA cycle) - Homo sapiens (human)	SUCLG1	DLST
Citrate cycle (TCA cycle) - Homo sapiens (human)	SUCLA2	DLST
Pentose phosphate pathway - Homo sapiens (human)	FBP1	GPI
Pentose phosphate pathway - Homo sapiens (human)	FBP1	TALDO1
Pentose phosphate pathway - Homo sapiens (human)	PRPS1L1	RPIA
Pentose phosphate pathway - Homo sapiens (human)	PRPS1L1	PGM1
Pentose phosphate pathway - Homo sapiens (human)	PRPS1L1	PGM3
Pentose phosphate pathway - Homo sapiens (human)	PRPS1L1	RBKS
Pentose phosphate pathway - Homo sapiens (human)	PRPS1L1	TKT
Pentose phosphate pathway - Homo sapiens (human)	PRPS1L1	TKTL1
Pentose phosphate pathway - Homo sapiens (human)	PRPS1L1	TKTL2
Pentose phosphate pathway - Homo sapiens (human)	ALDOA	FBP1
Pentose phosphate pathway - Homo sapiens (human)	ALDOA	PFKL
Pentose phosphate pathway - Homo sapiens (human)	ALDOA	PFKM
Pentose phosphate pathway - Homo sapiens (human)	ALDOA	PFKP
Pentose phosphate pathway - Homo sapiens (human)	ALDOA	TALDO1
Pentose phosphate pathway - Homo sapiens (human)	ALDOA	TKT
Pentose phosphate pathway - Homo sapiens (human)	ALDOA	TKTL1
Pentose phosphate pathway - Homo sapiens (human)	ALDOA	TKTL2
Pentose phosphate pathway - Homo sapiens (human)	ALDOA	FBP2
Pentose phosphate pathway - Homo sapiens (human)	ALDOB	FBP1
Pentose phosphate pathway - Homo sapiens (human)	ALDOB	PFKL
Pentose phosphate pathway - Homo sapiens (human)	ALDOB	PFKM
Pentose phosphate pathway - Homo sapiens (human)	ALDOB	PFKP
Pentose phosphate pathway - Homo sapiens (human)	ALDOB	TALDO1
Pentose phosphate pathway - Homo sapiens (human)	ALDOB	TKT
Pentose phosphate pathway - Homo sapiens (human)	ALDOB	TKTL1
Pentose phosphate pathway - Homo sapiens (human)	ALDOB	TKTL2
Pentose phosphate pathway - Homo sapiens (human)	ALDOB	FBP2
Pentose phosphate pathway - Homo sapiens (human)	RPIA	PGD
Pentose phosphate pathway - Homo sapiens (human)	RPIA	PGM1
Pentose phosphate pathway - Homo sapiens (human)	RPIA	PGM3
Pentose phosphate pathway - Homo sapiens (human)	RPIA	RPE
Pentose phosphate pathway - Homo sapiens (human)	ALDOC	FBP1
Pentose phosphate pathway - Homo sapiens (human)	ALDOC	PFKL
Pentose phosphate pathway - Homo sapiens (human)	ALDOC	PFKM
Pentose phosphate pathway - Homo sapiens (human)	ALDOC	PFKP
Pentose phosphate pathway - Homo sapiens (human)	ALDOC	TALDO1
Pentose phosphate pathway - Homo sapiens (human)	ALDOC	TKT
Pentose phosphate pathway - Homo sapiens (human)	ALDOC	TKTL1
Pentose phosphate pathway - Homo sapiens (human)	ALDOC	TKTL2
Pentose phosphate pathway - Homo sapiens (human)	ALDOC	FBP2
Pentose phosphate pathway - Homo sapiens (human)	PGLS	G6PD
Pentose phosphate pathway - Homo sapiens (human)	GPI	G6PD
Pentose phosphate pathway - Homo sapiens (human)	GPI	TALDO1
Pentose phosphate pathway - Homo sapiens (human)	DERA	ALDOA
Pentose phosphate pathway - Homo sapiens (human)	DERA	ALDOB
Pentose phosphate pathway - Homo sapiens (human)	DERA	ALDOC
Pentose phosphate pathway - Homo sapiens (human)	DERA	TALDO1
Pentose phosphate pathway - Homo sapiens (human)	DERA	TKT
Pentose phosphate pathway - Homo sapiens (human)	DERA	TKTL1
Pentose phosphate pathway - Homo sapiens (human)	DERA	TKTL2
Pentose phosphate pathway - Homo sapiens (human)	PFKL	GPI
Pentose phosphate pathway - Homo sapiens (human)	PFKL	TALDO1
Pentose phosphate pathway - Homo sapiens (human)	PFKM	GPI
Pentose phosphate pathway - Homo sapiens (human)	PFKM	TALDO1
Pentose phosphate pathway - Homo sapiens (human)	PFKP	GPI
Pentose phosphate pathway - Homo sapiens (human)	PFKP	TALDO1
Pentose phosphate pathway - Homo sapiens (human)	PGD	PGLS
Pentose phosphate pathway - Homo sapiens (human)	PGD	H6PD
Pentose phosphate pathway - Homo sapiens (human)	PRPS1	RPIA
Pentose phosphate pathway - Homo sapiens (human)	PRPS1	PGM1
Pentose phosphate pathway - Homo sapiens (human)	PRPS1	PGM3
Pentose phosphate pathway - Homo sapiens (human)	PRPS1	RBKS
Pentose phosphate pathway - Homo sapiens (human)	PRPS1	TKT
Pentose phosphate pathway - Homo sapiens (human)	PRPS1	TKTL1
Pentose phosphate pathway - Homo sapiens (human)	PRPS1	TKTL2
Pentose phosphate pathway - Homo sapiens (human)	PRPS2	RPIA
Pentose phosphate pathway - Homo sapiens (human)	PRPS2	PGM1
Pentose phosphate pathway - Homo sapiens (human)	PRPS2	PGM3
Pentose phosphate pathway - Homo sapiens (human)	PRPS2	RBKS
Pentose phosphate pathway - Homo sapiens (human)	PRPS2	TKT
Pentose phosphate pathway - Homo sapiens (human)	PRPS2	TKTL1
Pentose phosphate pathway - Homo sapiens (human)	PRPS2	TKTL2
Pentose phosphate pathway - Homo sapiens (human)	RPE	PGD
Pentose phosphate pathway - Homo sapiens (human)	RPE	TKT
Pentose phosphate pathway - Homo sapiens (human)	RPE	TKTL1
Pentose phosphate pathway - Homo sapiens (human)	RPE	TKTL2
Pentose phosphate pathway - Homo sapiens (human)	RBKS	RPIA
Pentose phosphate pathway - Homo sapiens (human)	RBKS	DERA
Pentose phosphate pathway - Homo sapiens (human)	RBKS	PGM1
Pentose phosphate pathway - Homo sapiens (human)	RBKS	PGM3
Pentose phosphate pathway - Homo sapiens (human)	RBKS	TKT
Pentose phosphate pathway - Homo sapiens (human)	RBKS	TKTL1
Pentose phosphate pathway - Homo sapiens (human)	RBKS	TKTL2
Pentose phosphate pathway - Homo sapiens (human)	TALDO1	TKT
Pentose phosphate pathway - Homo sapiens (human)	TALDO1	TKTL1
Pentose phosphate pathway - Homo sapiens (human)	TALDO1	TKTL2
Pentose phosphate pathway - Homo sapiens (human)	TKT	FBP1
Pentose phosphate pathway - Homo sapiens (human)	TKT	ALDOA
Pentose phosphate pathway - Homo sapiens (human)	TKT	ALDOB
Pentose phosphate pathway - Homo sapiens (human)	TKT	RPIA
Pentose phosphate pathway - Homo sapiens (human)	TKT	ALDOC
Pentose phosphate pathway - Homo sapiens (human)	TKT	GPI
Pentose phosphate pathway - Homo sapiens (human)	TKT	PFKL
Pentose phosphate pathway - Homo sapiens (human)	TKT	PFKM
Pentose phosphate pathway - Homo sapiens (human)	TKT	PFKP
Pentose phosphate pathway - Homo sapiens (human)	TKT	PGM1
Pentose phosphate pathway - Homo sapiens (human)	TKT	PGM3
Pentose phosphate pathway - Homo sapiens (human)	TKT	RPE
Pentose phosphate pathway - Homo sapiens (human)	TKT	TALDO1
Pentose phosphate pathway - Homo sapiens (human)	TKT	FBP2
Pentose phosphate pathway - Homo sapiens (human)	TKTL1	FBP1
Pentose phosphate pathway - Homo sapiens (human)	TKTL1	ALDOA
Pentose phosphate pathway - Homo sapiens (human)	TKTL1	ALDOB
Pentose phosphate pathway - Homo sapiens (human)	TKTL1	RPIA
Pentose phosphate pathway - Homo sapiens (human)	TKTL1	ALDOC
Pentose phosphate pathway - Homo sapiens (human)	TKTL1	GPI
Pentose phosphate pathway - Homo sapiens (human)	TKTL1	PFKL
Pentose phosphate pathway - Homo sapiens (human)	TKTL1	PFKM
Pentose phosphate pathway - Homo sapiens (human)	TKTL1	PFKP
Pentose phosphate pathway - Homo sapiens (human)	TKTL1	PGM1
Pentose phosphate pathway - Homo sapiens (human)	TKTL1	PGM3
Pentose phosphate pathway - Homo sapiens (human)	TKTL1	RPE
Pentose phosphate pathway - Homo sapiens (human)	TKTL1	TALDO1
Pentose phosphate pathway - Homo sapiens (human)	TKTL1	FBP2
Pentose phosphate pathway - Homo sapiens (human)	TKTL2	FBP1
Pentose phosphate pathway - Homo sapiens (human)	TKTL2	ALDOA
Pentose phosphate pathway - Homo sapiens (human)	TKTL2	ALDOB
Pentose phosphate pathway - Homo sapiens (human)	TKTL2	RPIA
Pentose phosphate pathway - Homo sapiens (human)	TKTL2	ALDOC
Pentose phosphate pathway - Homo sapiens (human)	TKTL2	GPI
Pentose phosphate pathway - Homo sapiens (human)	TKTL2	PFKL
Pentose phosphate pathway - Homo sapiens (human)	TKTL2	PFKM
Pentose phosphate pathway - Homo sapiens (human)	TKTL2	PFKP
Pentose phosphate pathway - Homo sapiens (human)	TKTL2	PGM1
Pentose phosphate pathway - Homo sapiens (human)	TKTL2	PGM3
Pentose phosphate pathway - Homo sapiens (human)	TKTL2	RPE
Pentose phosphate pathway - Homo sapiens (human)	TKTL2	TALDO1
Pentose phosphate pathway - Homo sapiens (human)	TKTL2	FBP2
Pentose phosphate pathway - Homo sapiens (human)	FBP2	GPI
Pentose phosphate pathway - Homo sapiens (human)	FBP2	TALDO1
Pentose phosphate pathway - Homo sapiens (human)	H6PD	G6PD
Pentose and glucuronate interconversions - Homo sapiens (human)	UGT2B11	UGDH
Pentose and glucuronate interconversions - Homo sapiens (human)	UGT2A1	UGDH
Pentose and glucuronate interconversions - Homo sapiens (human)	GUSB	UGT2B11
Pentose and glucuronate interconversions - Homo sapiens (human)	GUSB	UGT2A1
Pentose and glucuronate interconversions - Homo sapiens (human)	GUSB	UGT2B28
Pentose and glucuronate interconversions - Homo sapiens (human)	GUSB	UGT1A10
Pentose and glucuronate interconversions - Homo sapiens (human)	GUSB	UGT1A8
Pentose and glucuronate interconversions - Homo sapiens (human)	GUSB	UGT1A7
Pentose and glucuronate interconversions - Homo sapiens (human)	GUSB	UGT1A6
Pentose and glucuronate interconversions - Homo sapiens (human)	GUSB	UGT1A5
Pentose and glucuronate interconversions - Homo sapiens (human)	GUSB	UGT1A9
Pentose and glucuronate interconversions - Homo sapiens (human)	GUSB	UGT1A4
Pentose and glucuronate interconversions - Homo sapiens (human)	GUSB	UGT1A1
Pentose and glucuronate interconversions - Homo sapiens (human)	GUSB	UGT1A3
Pentose and glucuronate interconversions - Homo sapiens (human)	GUSB	UGT2B4
Pentose and glucuronate interconversions - Homo sapiens (human)	GUSB	UGT2B7
Pentose and glucuronate interconversions - Homo sapiens (human)	GUSB	UGT2B10
Pentose and glucuronate interconversions - Homo sapiens (human)	GUSB	UGT2B15
Pentose and glucuronate interconversions - Homo sapiens (human)	GUSB	UGT2B17
Pentose and glucuronate interconversions - Homo sapiens (human)	GUSB	UGT2A3
Pentose and glucuronate interconversions - Homo sapiens (human)	DCXR	AKR1B1
Pentose and glucuronate interconversions - Homo sapiens (human)	UGT2B28	UGDH
Pentose and glucuronate interconversions - Homo sapiens (human)	UGT1A10	UGDH
Pentose and glucuronate interconversions - Homo sapiens (human)	UGT1A8	UGDH
Pentose and glucuronate interconversions - Homo sapiens (human)	UGT1A7	UGDH
Pentose and glucuronate interconversions - Homo sapiens (human)	UGT1A6	UGDH
Pentose and glucuronate interconversions - Homo sapiens (human)	UGT1A5	UGDH
Pentose and glucuronate interconversions - Homo sapiens (human)	UGT1A9	UGDH
Pentose and glucuronate interconversions - Homo sapiens (human)	UGT1A4	UGDH
Pentose and glucuronate interconversions - Homo sapiens (human)	UGT1A1	UGDH
Pentose and glucuronate interconversions - Homo sapiens (human)	UGT1A3	UGDH
Pentose and glucuronate interconversions - Homo sapiens (human)	RPE	XYLB
Pentose and glucuronate interconversions - Homo sapiens (human)	UGP2	UGDH
Pentose and glucuronate interconversions - Homo sapiens (human)	UGT2B4	UGDH
Pentose and glucuronate interconversions - Homo sapiens (human)	UGT2B7	UGDH
Pentose and glucuronate interconversions - Homo sapiens (human)	UGT2B10	UGDH
Pentose and glucuronate interconversions - Homo sapiens (human)	UGT2B15	UGDH
Pentose and glucuronate interconversions - Homo sapiens (human)	UGT2B17	UGDH
Pentose and glucuronate interconversions - Homo sapiens (human)	UGT2A3	UGDH
Fructose and mannose metabolism - Homo sapiens (human)	ALDOA	FBP1
Fructose and mannose metabolism - Homo sapiens (human)	ALDOA	FBP2
Fructose and mannose metabolism - Homo sapiens (human)	ALDOB	FBP1
Fructose and mannose metabolism - Homo sapiens (human)	ALDOB	FBP2
Fructose and mannose metabolism - Homo sapiens (human)	ALDOC	FBP1
Fructose and mannose metabolism - Homo sapiens (human)	ALDOC	FBP2
Fructose and mannose metabolism - Homo sapiens (human)	AKR1B1	SORD
Fructose and mannose metabolism - Homo sapiens (human)	GCK	FBP1
Fructose and mannose metabolism - Homo sapiens (human)	GCK	MPI
Fructose and mannose metabolism - Homo sapiens (human)	GCK	PFKFB1
Fructose and mannose metabolism - Homo sapiens (human)	GCK	PFKFB2
Fructose and mannose metabolism - Homo sapiens (human)	GCK	PFKFB3
Fructose and mannose metabolism - Homo sapiens (human)	GCK	PFKFB4
Fructose and mannose metabolism - Homo sapiens (human)	GCK	PFKL
Fructose and mannose metabolism - Homo sapiens (human)	GCK	PFKM
Fructose and mannose metabolism - Homo sapiens (human)	GCK	PFKP
Fructose and mannose metabolism - Homo sapiens (human)	GCK	PMM1
Fructose and mannose metabolism - Homo sapiens (human)	GCK	PMM2
Fructose and mannose metabolism - Homo sapiens (human)	GCK	PGM2
Fructose and mannose metabolism - Homo sapiens (human)	GCK	FBP2
Fructose and mannose metabolism - Homo sapiens (human)	GMDS	GMPPB
Fructose and mannose metabolism - Homo sapiens (human)	GMDS	GMPPA
Fructose and mannose metabolism - Homo sapiens (human)	GMDS	UGCGL2
Fructose and mannose metabolism - Homo sapiens (human)	GMDS	UGCGL1
Fructose and mannose metabolism - Homo sapiens (human)	PHPT1	GCK
Fructose and mannose metabolism - Homo sapiens (human)	PHPT1	HK1
Fructose and mannose metabolism - Homo sapiens (human)	PHPT1	HK2
Fructose and mannose metabolism - Homo sapiens (human)	PHPT1	HK3
Fructose and mannose metabolism - Homo sapiens (human)	GMPPB	UGCGL2
Fructose and mannose metabolism - Homo sapiens (human)	GMPPB	UGCGL1
Fructose and mannose metabolism - Homo sapiens (human)	GMPPA	UGCGL2
Fructose and mannose metabolism - Homo sapiens (human)	GMPPA	UGCGL1
Fructose and mannose metabolism - Homo sapiens (human)	HK1	FBP1
Fructose and mannose metabolism - Homo sapiens (human)	HK1	MPI
Fructose and mannose metabolism - Homo sapiens (human)	HK1	PFKFB1
Fructose and mannose metabolism - Homo sapiens (human)	HK1	PFKFB2
Fructose and mannose metabolism - Homo sapiens (human)	HK1	PFKFB3
Fructose and mannose metabolism - Homo sapiens (human)	HK1	PFKFB4
Fructose and mannose metabolism - Homo sapiens (human)	HK1	PFKL
Fructose and mannose metabolism - Homo sapiens (human)	HK1	PFKM
Fructose and mannose metabolism - Homo sapiens (human)	HK1	PFKP
Fructose and mannose metabolism - Homo sapiens (human)	HK1	PMM1
Fructose and mannose metabolism - Homo sapiens (human)	HK1	PMM2
Fructose and mannose metabolism - Homo sapiens (human)	HK1	PGM2
Fructose and mannose metabolism - Homo sapiens (human)	HK1	FBP2
Fructose and mannose metabolism - Homo sapiens (human)	HK2	FBP1
Fructose and mannose metabolism - Homo sapiens (human)	HK2	MPI
Fructose and mannose metabolism - Homo sapiens (human)	HK2	PFKFB1
Fructose and mannose metabolism - Homo sapiens (human)	HK2	PFKFB2
Fructose and mannose metabolism - Homo sapiens (human)	HK2	PFKFB3
Fructose and mannose metabolism - Homo sapiens (human)	HK2	PFKFB4
Fructose and mannose metabolism - Homo sapiens (human)	HK2	PFKL
Fructose and mannose metabolism - Homo sapiens (human)	HK2	PFKM
Fructose and mannose metabolism - Homo sapiens (human)	HK2	PFKP
Fructose and mannose metabolism - Homo sapiens (human)	HK2	PMM1
Fructose and mannose metabolism - Homo sapiens (human)	HK2	PMM2
Fructose and mannose metabolism - Homo sapiens (human)	HK2	PGM2
Fructose and mannose metabolism - Homo sapiens (human)	HK2	FBP2
Fructose and mannose metabolism - Homo sapiens (human)	HK3	FBP1
Fructose and mannose metabolism - Homo sapiens (human)	HK3	MPI
Fructose and mannose metabolism - Homo sapiens (human)	HK3	PFKFB1
Fructose and mannose metabolism - Homo sapiens (human)	HK3	PFKFB2
Fructose and mannose metabolism - Homo sapiens (human)	HK3	PFKFB3
Fructose and mannose metabolism - Homo sapiens (human)	HK3	PFKFB4
Fructose and mannose metabolism - Homo sapiens (human)	HK3	PFKL
Fructose and mannose metabolism - Homo sapiens (human)	HK3	PFKM
Fructose and mannose metabolism - Homo sapiens (human)	HK3	PFKP
Fructose and mannose metabolism - Homo sapiens (human)	HK3	PMM1
Fructose and mannose metabolism - Homo sapiens (human)	HK3	PMM2
Fructose and mannose metabolism - Homo sapiens (human)	HK3	PGM2
Fructose and mannose metabolism - Homo sapiens (human)	HK3	FBP2
Fructose and mannose metabolism - Homo sapiens (human)	KHK	ALDOA
Fructose and mannose metabolism - Homo sapiens (human)	KHK	ALDOB
Fructose and mannose metabolism - Homo sapiens (human)	KHK	ALDOC
Fructose and mannose metabolism - Homo sapiens (human)	KHK	GCK
Fructose and mannose metabolism - Homo sapiens (human)	KHK	PHPT1
Fructose and mannose metabolism - Homo sapiens (human)	KHK	HK1
Fructose and mannose metabolism - Homo sapiens (human)	KHK	HK2
Fructose and mannose metabolism - Homo sapiens (human)	KHK	HK3
Fructose and mannose metabolism - Homo sapiens (human)	KHK	LHPP
Fructose and mannose metabolism - Homo sapiens (human)	KHK	MTMR1
Fructose and mannose metabolism - Homo sapiens (human)	KHK	MTMR2
Fructose and mannose metabolism - Homo sapiens (human)	KHK	MTMR6
Fructose and mannose metabolism - Homo sapiens (human)	MPI	FBP1
Fructose and mannose metabolism - Homo sapiens (human)	MPI	PFKL
Fructose and mannose metabolism - Homo sapiens (human)	MPI	PFKM
Fructose and mannose metabolism - Homo sapiens (human)	MPI	PFKP
Fructose and mannose metabolism - Homo sapiens (human)	MPI	PMM1
Fructose and mannose metabolism - Homo sapiens (human)	MPI	PMM2
Fructose and mannose metabolism - Homo sapiens (human)	MPI	PGM2
Fructose and mannose metabolism - Homo sapiens (human)	MPI	FBP2
Fructose and mannose metabolism - Homo sapiens (human)	PFKFB1	FBP1
Fructose and mannose metabolism - Homo sapiens (human)	PFKFB1	MPI
Fructose and mannose metabolism - Homo sapiens (human)	PFKFB1	PFKL
Fructose and mannose metabolism - Homo sapiens (human)	PFKFB1	PFKM
Fructose and mannose metabolism - Homo sapiens (human)	PFKFB1	PFKP
Fructose and mannose metabolism - Homo sapiens (human)	PFKFB1	FBP2
Fructose and mannose metabolism - Homo sapiens (human)	PFKFB2	FBP1
Fructose and mannose metabolism - Homo sapiens (human)	PFKFB2	MPI
Fructose and mannose metabolism - Homo sapiens (human)	PFKFB2	PFKL
Fructose and mannose metabolism - Homo sapiens (human)	PFKFB2	PFKM
Fructose and mannose metabolism - Homo sapiens (human)	PFKFB2	PFKP
Fructose and mannose metabolism - Homo sapiens (human)	PFKFB2	FBP2
Fructose and mannose metabolism - Homo sapiens (human)	PFKFB3	FBP1
Fructose and mannose metabolism - Homo sapiens (human)	PFKFB3	MPI
Fructose and mannose metabolism - Homo sapiens (human)	PFKFB3	PFKL
Fructose and mannose metabolism - Homo sapiens (human)	PFKFB3	PFKM
Fructose and mannose metabolism - Homo sapiens (human)	PFKFB3	PFKP
Fructose and mannose metabolism - Homo sapiens (human)	PFKFB3	FBP2
Fructose and mannose metabolism - Homo sapiens (human)	PFKFB4	FBP1
Fructose and mannose metabolism - Homo sapiens (human)	PFKFB4	MPI
Fructose and mannose metabolism - Homo sapiens (human)	PFKFB4	PFKL
Fructose and mannose metabolism - Homo sapiens (human)	PFKFB4	PFKM
Fructose and mannose metabolism - Homo sapiens (human)	PFKFB4	PFKP
Fructose and mannose metabolism - Homo sapiens (human)	PFKFB4	FBP2
Fructose and mannose metabolism - Homo sapiens (human)	PFKL	ALDOA
Fructose and mannose metabolism - Homo sapiens (human)	PFKL	ALDOB
Fructose and mannose metabolism - Homo sapiens (human)	PFKL	ALDOC
Fructose and mannose metabolism - Homo sapiens (human)	PFKM	ALDOA
Fructose and mannose metabolism - Homo sapiens (human)	PFKM	ALDOB
Fructose and mannose metabolism - Homo sapiens (human)	PFKM	ALDOC
Fructose and mannose metabolism - Homo sapiens (human)	PFKP	ALDOA
Fructose and mannose metabolism - Homo sapiens (human)	PFKP	ALDOB
Fructose and mannose metabolism - Homo sapiens (human)	PFKP	ALDOC
Fructose and mannose metabolism - Homo sapiens (human)	PMM1	GMPPB
Fructose and mannose metabolism - Homo sapiens (human)	PMM1	GMPPA
Fructose and mannose metabolism - Homo sapiens (human)	PMM2	GMPPB
Fructose and mannose metabolism - Homo sapiens (human)	PMM2	GMPPA
Fructose and mannose metabolism - Homo sapiens (human)	PGM2	GMPPB
Fructose and mannose metabolism - Homo sapiens (human)	PGM2	GMPPA
Fructose and mannose metabolism - Homo sapiens (human)	UGCGL2	GMDS
Fructose and mannose metabolism - Homo sapiens (human)	UGCGL2	GMPPB
Fructose and mannose metabolism - Homo sapiens (human)	UGCGL2	GMPPA
Fructose and mannose metabolism - Homo sapiens (human)	UGCGL1	GMDS
Fructose and mannose metabolism - Homo sapiens (human)	UGCGL1	GMPPB
Fructose and mannose metabolism - Homo sapiens (human)	UGCGL1	GMPPA
Fructose and mannose metabolism - Homo sapiens (human)	LHPP	GCK
Fructose and mannose metabolism - Homo sapiens (human)	LHPP	HK1
